Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,3315,2920,153,19763,"4520.26","0.030%","96.73466","182.53","154.31","1932.2"
Social-Service,2976,74,60,1796,"33.76","0.000%","99.48852","71.78","159.24","738.8"
Submission-Service,2971,76,63,230,"12.14","0.000%","99.65117","747.96","159.11","7686.0"
Assessment-Service,2967,73,62,148,"9.61","0.000%","99.65405","50.99","160.09","523.9"
Users-Service,2959,74,61,176,"11.17","0.000%","99.59945","92.32","158.93","949.1"
Competitive-Service,2938,73,61,197,"10.77","0.000%","99.09272","59.96","159.28","619.6"
TOTAL,18126,595,60,19763,"2224.26","0.006%","528.93285","1072.11","846.42","2075.6"
